files,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,labels
<DirEntry 'country.00082.wav'>,0.10853891748839907,2080.5168110842847,4388.884804143707,-84.46025848388672,120.14387512207031,-35.05341339111328,66.98716735839844,-23.450180053710938,30.474519729614258,-28.904727935791016,20.252286911010742,-20.731813430786133,16.151906967163086,-15.047451972961426,7.112031936645508,-5.696623802185059,<DirEntry 'country
<DirEntry 'country.00083.wav'>,0.061107662050464036,1338.2355064883022,2730.928085574971,-160.94544982910156,153.89747619628906,-26.078832626342773,51.8712043762207,-4.465022563934326,17.739105224609375,-15.953958511352539,14.3536376953125,-11.942700386047363,11.180949211120605,-8.122406005859375,6.4781999588012695,0.3163609206676483,<DirEntry 'country
<DirEntry 'country.00084.wav'>,0.09526506912219644,1826.0852576425739,3771.7994920062356,-93.69772338867188,123.65987396240234,-37.40068054199219,63.86534881591797,-16.4954776763916,22.60085105895996,-22.679004669189453,12.559289932250977,-16.53177833557129,7.486429214477539,-12.210440635681152,2.7517926692962646,-3.9020204544067383,<DirEntry 'country
<DirEntry 'country.00085.wav'>,0.07121391325889405,1484.7112850510273,3081.8043861477668,-158.80967712402344,139.04266357421875,-29.560876846313477,57.62725830078125,-7.515986919403076,27.813623428344727,-10.067255020141602,18.121971130371094,-8.742806434631348,13.396833419799805,-4.066808223724365,6.23053503036499,2.729503870010376,<DirEntry 'country
<DirEntry 'country.00086.wav'>,0.08050976109338748,1724.0765656048795,3707.5995708562937,-137.7855224609375,128.95376586914062,-29.156173706054688,66.26858520507812,-13.43104076385498,27.534164428710938,-19.58601188659668,16.96906089782715,-15.017215728759766,13.540725708007812,-10.344246864318848,3.926920175552368,-3.309800624847412,<DirEntry 'country
<DirEntry 'country.00087.wav'>,0.0749623120891338,1473.4634394521097,2944.228368347593,-182.9587860107422,138.51708984375,-28.969995498657227,46.257686614990234,-9.154153823852539,19.54319190979004,-15.89771556854248,10.348142623901367,-11.780765533447266,9.873393058776855,-10.013727188110352,-0.9021194577217102,-4.413156509399414,<DirEntry 'country
<DirEntry 'country.00088.wav'>,0.06720154799883991,1497.7230448520297,3255.777012942285,-133.8705291748047,135.8777618408203,-19.787046432495117,60.43489074707031,-8.29133129119873,26.513132095336914,-15.964871406555176,18.4202823638916,-11.928650856018066,10.425923347473145,-4.815194606781006,4.771363735198975,-2.941987991333008,<DirEntry 'country
<DirEntry 'country.00089.wav'>,0.05244208599187935,1197.9038027543638,2352.098589762181,-217.4017791748047,153.62359619140625,-18.371828079223633,43.18456268310547,1.5527600049972534,17.803804397583008,-6.252561569213867,12.763731002807617,-10.897910118103027,10.290409088134766,-5.5706305503845215,6.549989700317383,1.8082036972045898,<DirEntry 'country
<DirEntry 'country.00090.wav'>,0.10113728369102862,1807.0895881484455,3651.6598730242167,-105.0637435913086,130.1189727783203,-43.40489196777344,62.93067169189453,-13.959132194519043,23.405960083007812,-19.87900161743164,15.583916664123535,-12.862565040588379,14.321781158447266,-8.545565605163574,5.851569175720215,-3.162630796432495,<DirEntry 'country
<DirEntry 'country.00091.wav'>,0.06664642546403712,1460.3237959356977,3029.37028712297,-204.66481018066406,136.35812377929688,-29.228490829467773,52.082462310791016,-7.633687973022461,16.034488677978516,-8.695535659790039,11.328986167907715,-10.35324478149414,4.441208839416504,-6.967796802520752,2.356977701187134,-0.07834666967391968,<DirEntry 'country
<DirEntry 'country.00092.wav'>,0.12512159826952823,2180.7433945986945,4523.396545551769,-67.33514404296875,116.204345703125,-43.373435974121094,82.51126098632812,-29.32716178894043,35.7585334777832,-29.033184051513672,17.353418350219727,-19.833526611328125,11.96405029296875,-8.836563110351562,3.4179892539978027,-3.043215274810791,<DirEntry 'country
<DirEntry 'country.00093.wav'>,0.0695666721046017,1441.98793407448,2865.431500145012,-223.27938842773438,128.85227966308594,-28.5801944732666,49.99907302856445,-14.075077056884766,8.213955879211426,-13.084863662719727,7.060763835906982,-17.09226417541504,-1.001938819885254,-11.023061752319336,-3.7710704803466797,-6.102866172790527,<DirEntry 'country
<DirEntry 'country.00094.wav'>,0.06425637748936582,1399.0493068347025,2970.366312898782,-115.81193542480469,148.5754852294922,-30.88852310180664,60.50482177734375,-4.2686262130737305,24.763254165649414,-14.267617225646973,19.106393814086914,-15.594038963317871,9.797188758850098,-7.593761920928955,-1.0145292282104492,-0.1586446464061737,<DirEntry 'country
<DirEntry 'country.00095.wav'>,0.06866450357695282,1485.81612964146,3088.8655447904584,-135.24258422851562,137.46742248535156,-30.73921775817871,52.08479690551758,-3.5702457427978516,18.64552116394043,-12.212340354919434,17.432086944580078,-16.67214012145996,6.157621383666992,-5.944282531738281,-0.09864281862974167,3.087703227996826,<DirEntry 'country
<DirEntry 'country.00096.wav'>,0.09751916872099768,1651.9659812397842,3313.548615139211,-83.1853256225586,138.68203735351562,-45.03250503540039,57.886539459228516,-7.594476699829102,29.297739028930664,-13.408534049987793,24.35931968688965,-16.349353790283203,14.481001853942871,-9.055049896240234,4.450429439544678,-2.5353024005889893,<DirEntry 'country
<DirEntry 'country.00097.wav'>,0.06830575091840681,1459.8447390643555,3012.7665721070184,-160.61965942382812,139.85255432128906,-29.164268493652344,59.54271697998047,3.9500439167022705,21.043787002563477,-10.089238166809082,19.2733211517334,-15.649917602539062,13.231348991394043,-8.478426933288574,6.222873687744141,3.1271092891693115,<DirEntry 'country
<DirEntry 'country.00098.wav'>,0.0622043122824826,1348.3094018991062,2833.131695457512,-149.78700256347656,139.86056518554688,-27.669816970825195,53.82653045654297,-6.678017616271973,19.675817489624023,-10.154650688171387,10.61548137664795,-19.290430068969727,0.9397446513175964,-7.785139083862305,-0.13067300617694855,-1.3865996599197388,<DirEntry 'country
<DirEntry 'country.00099.wav'>,0.10979266362142305,2004.1520966342032,4161.2290526210845,-58.18915557861328,124.21327209472656,-40.43146514892578,58.257686614990234,-24.000732421875,29.62596321105957,-22.840944290161133,22.881973266601562,-20.418363571166992,14.748063087463379,-11.841042518615723,2.909961700439453,-1.709543228149414,<DirEntry 'country
